"","Sample","Mean_YFP","Slice","Mean_CFP","norm_YFP","norm_CFP","ratio","Time","id"
"65","Cell-01",202.26,17,4.79,1.48500022026108,0.402250587840108,3.69172914882442,34,"1"
"66","Cell-02",233.46,17,5.27,1.48326514015604,0.38484007594567,3.85423772851932,34,"1"
"67","Cell-03",274.5,17,5.9,1.55082993412504,0.375318066157761,4.132041790584,34,"1"
"68","Cell-04",310.17,17,6.45,1.50151036926592,0.359531772575251,4.17629395730708,34,"1"
"69","Cell-01",193.73,18,5.24,1.42237265238396,0.440040309035942,3.23236899705881,36,"1"
"70","Cell-02",228.09,18,5.47,1.44914737350377,0.399445012414196,3.62790203523961,36,"1"
"71","Cell-03",270.15,18,6.06,1.52625394063344,0.385496183206107,3.95919339055407,36,"1"
"72","Cell-04",304.05,18,6.82,1.47188389520361,0.38015607580825,3.87178842814557,36,"1"
"73","Cell-01",180.36,19,6.37,1.32420962981454,0.534934497816594,2.47546126716351,38,"1"
"74","Cell-02",219.52,19,6.09,1.3946987216956,0.444720315466628,3.1361254999835,38,"1"
"75","Cell-03",260.77,19,6.67,1.4732601891504,0.424300254452926,3.4722114203065,38,"1"
"76","Cell-04",292.6,19,7.66,1.41645527951513,0.426978818283166,3.31739004105764,38,"1"
"77","Cell-01",172.31,20,7.48,1.26510623926227,0.628149143432986,2.01402207180951,40,"1"
"78","Cell-02",210.74,20,6.71,1.33891585554906,0.489995618519059,2.73250577136943,40,"1"
"79","Cell-03",248.07,20,7.59,1.40150958746229,0.482824427480916,2.90273131948711,40,"1"
"80","Cell-04",278.38,20,8.72,1.34761729566447,0.486064659977703,2.77250622525465,40,"1"
"81","Cell-01",178.02,21,7.4,1.30702926535587,0.621430970775949,2.10325736376455,42,"1"
"82","Cell-02",207.17,21,7.25,1.316234211797,0.529428946984081,2.48613948915146,42,"1"
"83","Cell-03",234.34,21,8.67,1.32393984248766,0.551526717557252,2.40049992201914,42,"1"
"84","Cell-04",266.8,21,9.68,1.29155935944852,0.539576365663322,2.39365443269695,42,"1"
"85","Cell-01",187.79,22,6.62,1.37876095798887,0.555928787369835,2.48010354799569,44,"1"
"86","Cell-02",210.4,22,7.2,1.33675569900125,0.525777712866949,2.54243507529487,44,"1"
"87","Cell-03",232.8,22,9.6,1.31523937582626,0.610687022900763,2.1537044779155,44,"1"
"88","Cell-04",261.02,22,10.66,1.26357880061189,0.594202898550725,2.12651066444441,44,"1"
"89","Cell-01",193.35,23,5.91,1.41958267866845,0.49630500503863,2.86030296744228,46,"1"
"90","Cell-02",215.97,23,6.82,1.37214414597576,0.498028333576749,2.75515277639179,46,"1"
"91","Cell-03",239.89,23,9.45,1.35529542039073,0.601145038167939,2.25452317550712,46,"1"
"92","Cell-04",266.31,23,10.72,1.28918730515268,0.597547380156076,2.1574645759738,46,"1"
"93","Cell-01",190.06,24,5.86,1.395427379921,0.492106147127981,2.8356227372183,48,"1"
"94","Cell-02",218.27,24,6.46,1.38675696968157,0.471739447933401,2.93966717381105,48,"1"
"95","Cell-03",247.13,24,8.79,1.39619891300663,0.559160305343511,2.49695641780026,48,"1"
"96","Cell-04",272.58,24,10.38,1.31953991828515,0.578595317725752,2.28059211310555,48,"1"
"97","Cell-01",184.14,25,6.38,1.35196252624778,0.535774269398724,2.52338084052642,50,"1"
"98","Cell-02",220.73,25,6.42,1.40238633764518,0.468818460639696,2.99132063983069,50,"1"
"99","Cell-03",251.04,25,8.25,1.41828905888069,0.524809160305344,2.70248533401266,50,"1"
"100","Cell-04",276.83,25,9.96,1.3401138586062,0.555183946488294,2.41381954050153,50,"1"
"101","Cell-01",176.14,26,7.19,1.29322623750018,0.603795767551226,2.14182726511157,52,"1"
"102","Cell-02",218.49,26,6.53,1.38815471803604,0.476851175697386,2.91108586658277,52,"1"
"103","Cell-03",249.63,26,8.22,1.41032304719721,0.522900763358779,2.69711414865451,52,"1"
"104","Cell-04",281.3,26,9.61,1.36175280289681,0.535674470457079,2.54212750093328,52,"1"
"105","Cell-01",177.01,27,7.93,1.29961380890148,0.665938864628821,1.95155122779305,54,"1"
"106","Cell-02",216.34,27,6.96,1.37449490457191,0.508251789104717,2.70435822172525,54,"1"
"107","Cell-03",245.06,27,8.8,1.38450412989684,0.559796437659033,2.47322783204299,54,"1"
"108","Cell-04",281.87,27,9.74,1.3645121313634,0.542920847268673,2.51328004483156,54,"1"
"109","Cell-01",187.03,28,7.39,1.37318101055785,0.620591199193819,2.21269816965127,56,"1"
"110","Cell-02",213.69,28,7.39,1.35765839030217,0.539652402512049,2.51580162338266,56,"1"
"111","Cell-03",240.4,28,9.18,1.35817674376561,0.583969465648855,2.32576671154633,56,"1"
"112","Cell-04",276.77,28,9.94,1.33982340297814,0.55406911928651,2.41815209752795,56,"1"
"113","Cell-01",193.16,29,6.46,1.41818769181069,0.542492442055761,2.61420728081761,58,"1"
"114","Cell-02",218.83,29,7.22,1.39031487458385,0.527238206513802,2.63697671641984,58,"1"
"115","Cell-03",240.87,29,9.37,1.36083208099344,0.596055979643766,2.28306086587159,58,"1"
"116","Cell-04",272.68,29,10.54,1.32002401099859,0.587513935340022,2.24679608703175,58,"1"
"117","Cell-01",191.95,30,6.33,1.40930382813762,0.531575411488075,2.65118325204783,60,"1"
"118","Cell-02",223.13,30,7.09,1.41763450151211,0.51774499780926,2.73809405694031,60,"1"
"119","Cell-03",242.45,30,9.3,1.36975853380188,0.591603053435115,2.31533377971672,60,"1"
"120","Cell-04",269.38,30,11.07,1.30404895145518,0.617056856187291,2.11333678311707,60,"1"
"121","Cell-01",185.93,31,6.6,1.36510477085505,0.554249244205576,2.46297994111242,62,"1"
"122","Cell-02",222.91,31,6.7,1.41623675315764,0.489265371695633,2.89461882055832,62,"1"
"123","Cell-03",246.78,31,8.97,1.39422153421995,0.570610687022901,2.44338489609115,62,"1"
"124","Cell-04",272.88,31,11.11,1.32099219642546,0.619286510590858,2.13308730907945,62,"1"
"125","Cell-01",176.45,32,7.35,1.29550226868915,0.617232112865301,2.09888993408849,64,"1"
"126","Cell-02",218.97,32,6.94,1.39120435080942,0.506791295457865,2.74512282132338,64,"1"
"127","Cell-03",247.09,32,8.68,1.39597292685958,0.552162849872774,2.52819060025722,64,"1"
"128","Cell-04",279.56,32,10.62,1.35332958968302,0.591973244147157,2.28613303567922,64,"1"
"129","Cell-01",165.23,33,8.27,1.21312462372065,0.694491098421229,1.74678210631989,66,"1"
"130","Cell-02",211.25,33,7.59,1.34215609037078,0.554257338980575,2.42153959177042,66,"1"
"131","Cell-03",242.71,33,8.81,1.3712274437577,0.560432569974555,2.44673046718173,66,"1"
"132","Cell-04",282.46,33,10.12,1.36736827837267,0.564102564102564,2.42397103893338,66,"1"
"133","Cell-01",170.92,34,8.93,1.25490080909238,0.749916022841787,1.67338844733169,68,"1"
"134","Cell-02",211.74,34,8.17,1.34526925716028,0.596611654739302,2.25484910741162,68,"1"
"135","Cell-03",234.64,34,9.5,1.32563473859052,0.604325699745547,2.19357664112032,68,"1"
"136","Cell-04",281.78,34,10.1,1.36407644792131,0.56298773690078,2.42292390848596,68,"1"
"137","Cell-01",184.55,35,7.91,1.35497276104609,0.664259321464562,2.03982498590858,70,"1"
"138","Cell-02",218.46,35,7.93,1.3879641159877,0.57908573097707,2.39681974833992,70,"1"
"139","Cell-03",227.89,35,10.34,1.28749957627597,0.657760814249364,1.95739780841957,70,"1"
"140","Cell-04",275.05,35,10.61,1.33149700830703,0.591415830546265,2.25137194430048,70,"1"
"141","Cell-01",193.98,36,6.75,1.42420816140732,0.566845817937521,2.51251419052421,72,"1"
"142","Cell-02",224.99,36,7.21,1.42945182850898,0.526507959690375,2.71496717608905,72,"1"
"143","Cell-03",226.51,36,10.74,1.27970305420278,0.683206106870229,1.87308491732474,72,"1"
"144","Cell-04",268.77,36,11.42,1.30109598590322,0.636566332218506,2.04392837014919,72,"1"
"145","Cell-01",193.09,37,6.28,1.41767374928415,0.527376553577427,2.68816226217766,74,"1"
"146","Cell-02",225.55,37,6.91,1.43300973341127,0.504600554987586,2.83988933275455,74,"1"
"147","Cell-03",231.69,37,10.7,1.30896826024565,0.680661577608142,1.92308234122071,74,"1"
"148","Cell-04",270.8,37,11.43,1.31092306798598,0.637123745819398,2.05756429043469,74,"1"
"149","Cell-01",184.6,38,6.67,1.35533986285077,0.560127645280484,2.41969821391708,76,"1"
"150","Cell-02",220.43,38,7.13,1.40048031716181,0.520665985102965,2.68978646047879,76,"1"
"151","Cell-03",243.42,38,9.81,1.37523869786782,0.624045801526718,2.20374641493192,76,"1"
"152","Cell-04",270.3,38,11.49,1.3085026044188,0.640468227424749,2.04304061995416,76,"1"
"153","Cell-01",176.91,39,7.55,1.29887960529214,0.634027544507894,2.0486169986515,78,"1"
"154","Cell-02",213.38,39,7.64,1.35568883580269,0.557908573097707,2.42994802584843,78,"1"
"155","Cell-03",252.9,39,8.68,1.42879741471848,0.552162849872774,2.58763771421365,78,"1"
"156","Cell-04",273.9,39,11.43,1.32592994210251,0.637123745819398,2.08111838681707,78,"1"
"157","Cell-01",174.38,40,8.2,1.28030425397571,0.688612697346322,1.85925159223693,80,"1"
"158","Cell-02",209.21,40,8.42,1.32919515108389,0.61486782532496,2.16175752956565,80,"1"
"159","Cell-03",252.71,40,8.15,1.42772398051999,0.518447837150127,2.75384306426679,80,"1"
"160","Cell-04",280.79,40,10.87,1.35928393005828,0.605908584169454,2.24338120563437,80,"1"
"161","Cell-01",180.37,41,7.97,1.32428305017547,0.66929795095734,1.97861512691211,82,"1"
"162","Cell-02",217.88,41,8.12,1.38427914305319,0.59296042062217,2.33452199322296,82,"1"
"163","Cell-03",244.32,41,8.45,1.38032338617643,0.537531806615776,2.56789155392822,82,"1"
"164","Cell-04",284.96,41,10.2,1.37947059620859,0.568561872909699,2.42624534274334,82,"1"
"165","Cell-01",192.35,42,6.98,1.412240642575,0.586160564326503,2.4093068154417,84,"1"
"166","Cell-02",227.15,42,7.21,1.44317517598922,0.526507959690375,2.74103201941698,84,"1"
"167","Cell-03",230.94,42,9.5,1.30473101998847,0.604325699745547,2.15898648781251,84,"1"
"168","Cell-04",285.94,42,9.97,1.38421470480026,0.555741360089186,2.49075344073387,84,"1"
"169","Cell-01",195.42,43,6.25,1.43478069338189,0.524857238831038,2.73365895948664,86,"1"
"170","Cell-02",227.09,43,6.72,1.44279397189255,0.490725865342486,2.9401221206989,86,"1"
"171","Cell-03",218.72,43,10.89,1.23569225206495,0.692748091603054,1.78375410490918,86,"1"
"172","Cell-04",286,43,10.04,1.38450516042833,0.559643255295429,2.47390663128328,86,"1"
"173","Cell-01",192.12,44,6.1,1.41055197427351,0.512260665099093,2.75358244420474,88,"1"
"174","Cell-02",220.53,44,6.89,1.40111565732293,0.503140061340733,2.78474278829902,88,"1"
"175","Cell-03",220.16,44,11.46,1.24382775335872,0.729007633587786,1.70619304387426,88,"1"
"176","Cell-04",278.93,44,10.18,1.35027980558837,0.567447045707915,2.37956971633156,88,"1"
"177","Cell-01",179.26,45,6.79,1.31613339011175,0.57020490426604,2.3081762016864,90,"1"
"178","Cell-02",208.53,45,7.67,1.32487483798826,0.560099313567986,2.36542842652037,90,"1"
"179","Cell-03",237.76,45,10.42,1.34326165806036,0.662849872773537,2.0264945551544,90,"1"
"180","Cell-04",273.73,45,10.8,1.32510698448967,0.602006688963211,2.20114993534673,90,"1"
"181","Cell-01",165.25,46,8.28,1.21327146444252,0.695330870003359,1.74488364717168,92,"1"
"182","Cell-02",203.65,46,8.71,1.29387023812549,0.636044983204323,2.03424328827675,92,"1"
"183","Cell-03",253.71,46,8.59,1.43337363419622,0.546437659033079,2.62312381019379,92,"1"
"184","Cell-04",274.21,46,11.06,1.32743062951416,0.616499442586399,2.15317409525173,92,"1"
"185","Cell-01",167.43,47,8.81,1.22927710312624,0.739838763856231,1.66154730352182,94,"1"
"186","Cell-02",212.54,47,8.61,1.35035197844926,0.62874251497006,2.14770267048597,94,"1"
"187","Cell-03",256.2,47,7.76,1.44744127185004,0.493638676844784,2.93218773111889,94,"1"
"188","Cell-04",276.68,47,11.02,1.33938771953605,0.614269788182832,2.18045514414489,94,"1"
"189","Cell-01",181.2,48,8.08,1.33037694013304,0.678535438360766,1.9606594805822,96,"1"
"190","Cell-02",223.82,48,7.42,1.42201834862385,0.541843142982328,2.62440960458963,96,"1"
"191","Cell-03",248.46,48,7.85,1.40371295239602,0.499363867684478,2.81100224352426,96,"1"
"192","Cell-04",279.61,48,10.6,1.35357163603973,0.590858416945373,2.29085614627857,96,"1"
"193","Cell-01",194.21,49,6.69,1.42589682970881,0.561807188444743,2.53805372917378,98,"1"
"194","Cell-02",225.93,49,6.74,1.43542402602353,0.492186358989338,2.91642382972793,98,"1"
"195","Cell-03",228.32,49,9.09,1.28992892735675,0.57824427480916,2.2307681780031,98,"1"
"196","Cell-04",279.85,49,10.38,1.35473345855198,0.578595317725752,2.34141794281528,98,"1"
"197","Cell-01",194.91,50,6.08,1.43103625497423,0.510581121934834,2.80275982306466,100,"1"
"198","Cell-02",221.61,50,6.87,1.40797733106305,0.501679567693881,2.80652715743485,100,"1"
"199","Cell-03",207.99,50,11.41,1.175071468119,0.725826972010178,1.61894158447246,100,"1"
"200","Cell-04",277.96,50,10.66,1.34558410626803,0.594202898550725,2.26451959347547,100,"1"
"201","Cell-01",187.19,51,6.27,1.3743557363328,0.526536781995297,2.61017992157113,102,"1"
"202","Cell-02",210.36,51,7.45,1.3365015629368,0.544033883452607,2.45665132924248,102,"1"
"203","Cell-03",208.44,51,12.53,1.17761381227331,0.797073791348601,1.47742131914895,102,"1"
"204","Cell-04",279.07,51,10.62,1.35095753538718,0.591973244147157,2.28212600610602,102,"1"
"205","Cell-01",170.24,52,7.46,1.24990822454883,0.626469600268727,1.99516181473559,104,"1"
"206","Cell-02",198.76,52,8.69,1.26280210424661,0.63458448955747,1.98996686024777,104,"1"
"207","Cell-03",223.49,52,11.62,1.26264110010056,0.739185750636132,1.70815129893123,104,"1"
"208","Cell-04",277.15,52,10.6,1.3416629552892,0.590858416945373,2.27070126583851,104,"1"
"209","Cell-01",162.78,53,8.86,1.1951366352917,0.744037621766879,1.60628522043494,106,"1"
"210","Cell-02",202.99,53,9.27,1.28967699306209,0.676938805316197,1.90516038219981,106,"1"
"211","Cell-03",244.17,53,9.78,1.37947593812499,0.622137404580153,2.21731715207821,106,"1"
"212","Cell-04",277.69,53,10.61,1.34427705594175,0.591415830546265,2.27298118601273,106,"1"
"213","Cell-01",170.1,54,8.8,1.24888033949575,0.738998992274101,1.68996216849038,108,"1"
"214","Cell-02",217.49,54,8.21,1.38180131642481,0.599532642033007,2.30479746980772,108,"1"
"215","Cell-03",253.96,54,8.06,1.43478604761528,0.512722646310433,2.79836683232161,108,"1"
"216","Cell-04",275.15,54,10.85,1.33198110102047,0.60479375696767,2.20237243800066,108,"1"
"217","Cell-01",186.36,55,7.73,1.36826184637524,0.649143432986228,2.10779586890509,110,"1"
"218","Cell-02",223.31,55,7.15,1.41877811380213,0.522126478749817,2.71730734131558,110,"1"
"219","Cell-03",250.2,55,7.85,1.41354334979266,0.499363867684478,2.830688083916,110,"1"
"220","Cell-04",273.81,55,11.07,1.32549425866042,0.617056856187291,2.14809096660957,110,"1"
"221","Cell-01",194.02,56,6.36,1.42450184285106,0.534094726234464,2.66713332463371,112,"1"
"222","Cell-02",222,56,6.9,1.41045515769143,0.503870308164159,2.79924245354006,112,"1"
"223","Cell-03",238.64,56,8.46,1.34823335329544,0.538167938931298,2.5052279330738,112,"1"
"224","Cell-04",275.91,56,10.92,1.33566020564258,0.608695652173913,2.19429890926996,112,"1"
"225","Cell-01",192.17,57,6.1,1.41091907607818,0.512260665099093,2.75429907507196,114,"1"
"226","Cell-02",213.5,57,7.27,1.35645124399604,0.530889440630933,2.55505410389019,114,"1"
"227","Cell-03",221.64,57,9.95,1.25218924079954,0.63295165394402,1.97833315229837,114,"1"
"228","Cell-04",277.29,57,10.73,1.34234068508801,0.598104793756968,2.24432356854416,114,"1"
"229","Cell-01",179.8,58,6.59,1.32009808960221,0.553409472623446,2.38539120652247,116,"1"
"230","Cell-02",200.06,58,8.34,1.2710615263412,0.609025850737549,2.08704035272379,116,"1"
"231","Cell-03",210.15,58,11.34,1.18727472005966,0.721374045801527,1.64585172833667,116,"1"
"232","Cell-04",276.02,58,10.56,1.33619270762736,0.588628762541806,2.2700092021624,116,"1"
"233","Cell-01",165.73,59,8.1,1.21679564176737,0.680214981525025,1.78883981508221,118,"1"
"234","Cell-02",197.49,59,9.29,1.25473328420036,0.678399298963049,1.8495497948159,118,"1"
"235","Cell-03",211.67,59,11.82,1.19586219364753,0.751908396946565,1.59043601388656,118,"1"
"236","Cell-04",274.69,59,10.83,1.32975427453866,0.603678929765886,2.20275084812775,118,"1"
"237","Cell-01",164.37,60,8.91,1.20681047268028,0.748236479677528,1.61287307617024,120,"1"
"238","Cell-02",211.2,60,8.68,1.34183842029022,0.633854242734044,2.11695107459151,120,"1"
"239","Cell-03",228.94,60,11.1,1.29343171263602,0.706106870229008,1.83177896600344,120,"1"
"240","Cell-04",270.73,60,11.1,1.31058420308658,0.618729096989966,2.11818744174533,120,"1"
"241","Cell-01",174.82,61,8.48,1.28353474985683,0.712126301645952,1.80239761807726,122,"1"
"242","Cell-02",222,61,7.39,1.41045515769143,0.539652402512049,2.6136363909914,122,"1"
"243","Cell-03",240.62,61,9.53,1.35941966757438,0.606234096692112,2.24240054294535,122,"1"
"244","Cell-04",270.52,61,11.35,1.30956760838836,0.632664437012263,2.06992448409578,122,"1"
"245","Cell-01",188.17,62,7.4,1.38155093170438,0.621430970775949,2.22317682361294,124,"1"
"246","Cell-02",223.02,62,6.85,1.41693562733488,0.500219074047028,2.83263014317136,124,"1"
"247","Cell-03",245.84,62,8.51,1.3889108597643,0.541348600508906,2.56564967279609,124,"1"
"248","Cell-04",274.94,62,11.29,1.33096450632225,0.629319955406912,2.11492499941729,124,"1"
"249","Cell-01",192.93,63,6.39,1.4164990235092,0.536614040980853,2.63969802377896,126,"1"
"250","Cell-02",216.69,63,7.09,1.37671859513584,0.51774499780926,2.65906691703669,126,"1"
"251","Cell-03",244.16,63,8.33,1.37941944158823,0.529898218829517,2.60317810585438,126,"1"
"252","Cell-04",275.93,63,10.85,1.33575702418527,0.60479375696767,2.20861576164827,126,"1"
"253","Cell-01",187.99,64,6.34,1.38022936520756,0.532415183070205,2.59239294651287,128,"1"
"254","Cell-02",204.69,64,7.98,1.30047777580116,0.582736965094202,2.23167201275954,128,"1"
"255","Cell-03",234.26,64,8.8,1.32348787019356,0.559796437659033,2.36423060448213,128,"1"
"256","Cell-04",274.25,64,10.83,1.32762426659954,0.603678929765886,2.19922246932555,128,"1"
"257","Cell-01",175.08,65,7.11,1.28544367924113,0.597077594894189,2.15289217052086,130,"1"
"258","Cell-02",198.05,65,9.02,1.25829118910265,0.658682634730539,1.91031480527402,130,"1"
"259","Cell-03",220.58,65,9.85,1.24620060790274,0.626590330788804,1.98886025951584,130,"1"
"260","Cell-04",272.84,65,10.68,1.32079855934008,0.595317725752508,2.21864477102632,130,"1"
"261","Cell-01",160.34,66,8.57,1.17722206722368,0.719684245885119,1.63574800192528,132,"1"
"262","Cell-02",201.26,66,9.25,1.27868560827467,0.675478311669344,1.89300764537441,132,"1"
"263","Cell-03",215.61,66,11.18,1.21812182913187,0.711195928753181,1.71277953076503,132,"1"
"264","Cell-04",270.75,66,11.08,1.31068102162926,0.617614269788183,2.12216764693402,132,"1"
"265","Cell-01",162.58,67,9.46,1.19366822807301,0.794423916694659,1.502558272716,134,"1"
"266","Cell-02",214.2,67,8.43,1.36089862512389,0.615598072148386,2.2106934486888,134,"1"
"267","Cell-03",216.72,67,11.14,1.22439294471249,0.708651399491094,1.72777891300542,134,"1"
"268","Cell-04",269.59,67,11.28,1.3050655461534,0.62876254180602,2.07560956542482,134,"1"
"269","Cell-01",173.83,68,8.54,1.27626613412432,0.71716493113873,1.77959919498271,136,"1"
"270","Cell-02",221.01,68,7.29,1.40416529009632,0.532349934277786,2.63767345440041,136,"1"
"271","Cell-03",225.36,68,10.59,1.27320595247511,0.673664122137405,1.88997144220102,136,"1"
"272","Cell-04",271.58,68,11.21,1.31469899115079,0.624860646599777,2.10398750234122,136,"1"
"273","Cell-01",183.77,69,7.51,1.3492459728932,0.630668458179375,2.13939028564744,138,"1"
"274","Cell-02",221.12,69,6.96,1.40486416427355,0.508251789104717,2.76411061286811,138,"1"
"275","Cell-03",235.78,69,9.65,1.33207534378143,0.613867684478372,2.1699714408543,138,"1"
"276","Cell-04",273.38,69,10.91,1.32341265999264,0.608138238573021,2.17617077179358,138,"1"
"277","Cell-01",188.8,70,6.64,1.38617641444325,0.557608330534095,2.48593203963709,140,"1"
"278","Cell-02",212.03,70,7.24,1.34711174362754,0.528698700160654,2.54797627309883,140,"1"
"279","Cell-03",239.96,70,8.74,1.35569089614807,0.555979643765903,2.43838225256837,140,"1"
"280","Cell-04",272.4,70,10.81,1.31866855140096,0.602564102564103,2.18842865977181,140,"1"
"281","Cell-01",189.35,71,6.4,1.39021453429465,0.537453812562983,2.58666791787198,142,"1"
"282","Cell-02",197.87,71,8.46,1.25714757681263,0.617788812618665,2.03491476558772,142,"1"
